ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
969,55,31,90,92868,1,2.7,2,0,0,0,0,1,1
971,57,32,75,94928,2,3.7,1,236,0,0,0,1,0
973,40,16,50,92093,2,1.7,1,174,0,0,0,0,0
975,63,38,54,90401,3,2.2,1,0,0,0,0,1,0
976,63,38,83,92122,2,3.4,1,0,1,0,0,0,0
977,54,30,24,94109,4,0.2,1,0,0,1,0,0,0
984,46,22,142,92220,2,3.3,1,0,0,0,0,0,0
986,46,22,118,92120,1,4.7,1,159,0,0,0,0,1
987,53,27,101,90245,4,4.9,1,0,0,0,0,1,0
988,62,36,84,94609,2,2.8,1,0,0,0,0,1,0
991,34,10,81,94002,4,3.4,1,0,0,0,0,1,0
993,34,9,93,94608,1,0.0,1,0,0,0,0,1,0
998,46,20,69,92780,3,2.1,1,0,0,0,0,0,0
999,52,27,94,93106,1,2.8,2,333,0,0,0,1,0
1001,59,35,8,92691,4,0.7,1,91,0,1,0,0,0
1002,57,32,55,90717,4,2.1,1,108,0,0,0,1,0
1004,25,1,62,94720,4,0.0,1,229,0,0,0,1,0
1006,38,12,138,95112,2,0.0,1,0,0,1,0,1,0
1007,63,38,103,91103,1,2.5,1,0,0,0,0,1,0
1009,50,24,152,92220,1,7.3,1,0,0,0,0,1,0
1011,27,3,98,95616,2,2.5,1,361,0,1,1,1,1
1014,39,13,58,94551,3,2.1,1,169,0,0,0,1,0
1024,45,20,109,94117,1,7.0,1,366,0,0,0,1,0
1026,62,37,50,94545,3,1.5,1,169,0,0,0,1,0
1028,32,7,108,94550,1,4.6,1,0,0,1,0,0,0
1034,60,34,29,95973,2,0.3,1,0,0,0,0,1,0
1035,49,23,84,90095,3,2.1,1,134,0,1,0,1,0
1037,53,28,55,94720,4,0.9,1,119,0,0,0,1,1
1042,56,32,51,92780,4,1.5,1,0,0,0,0,0,0
1044,51,27,21,95630,3,0.4,1,0,0,0,0,1,0
1049,62,37,90,95747,3,0.5,1,0,0,0,0,1,0
1052,33,7,54,92886,4,0.2,1,141,0,1,0,0,0
1056,31,6,62,95630,1,1.0,1,0,0,1,0,1,0
1061,59,34,23,93111,1,0.1,1,0,0,0,0,0,1
1063,47,21,83,92220,1,3.8,1,97,1,0,0,0,0
1064,56,30,39,90024,3,1.4,1,131,0,0,0,0,1
1066,25,1,113,90401,3,2.5,1,0,0,0,0,0,1
1068,50,24,195,95035,1,1.7,1,0,0,0,0,0,0
1070,44,18,75,91203,2,3.5,1,0,1,0,0,1,0
1074,33,8,122,94583,1,0.0,1,0,0,0,0,1,1
1075,39,14,75,95762,3,3.0,1,0,0,0,0,0,1
1079,51,27,39,92709,2,0.8,1,182,0,0,0,0,1
1080,54,30,145,94591,2,6.8,1,0,0,1,0,0,0
1086,51,26,11,92612,2,0.0,1,0,0,1,0,0,0
1089,59,35,95,95521,1,3.8,1,0,0,0,0,1,1
1093,25,1,70,92120,4,2.6,1,0,0,1,0,1,0
1095,50,24,44,94086,4,1.8,1,0,0,0,0,1,1
1098,50,24,188,92007,3,1.3,1,184,1,0,0,0,1
1099,46,20,114,90720,1,0.0,1,0,0,0,0,1,1
1101,42,16,13,91711,1,0.2,1,0,0,0,0,1,0
1104,38,14,49,90037,1,1.8,1,0,0,0,0,0,0
1105,51,25,181,93106,1,1.7,1,0,0,0,0,1,1
1107,37,13,70,92101,2,2.7,1,0,0,0,0,0,0
1108,47,21,79,94110,3,1.1,1,185,0,0,0,1,1
1110,65,41,121,92126,2,2.1,1,0,0,0,0,1,0
1111,58,33,34,92028,3,0.2,1,83,0,0,0,1,0
1112,54,28,183,90071,1,1.0,1,442,0,0,0,0,0
1115,32,8,39,95827,1,1.7,1,0,0,0,0,1,1
1117,43,18,122,92056,1,7.0,1,0,0,0,0,1,1
1118,42,18,145,94709,1,1.7,1,132,0,0,0,1,1
1119,42,17,98,95670,2,0.4,1,0,0,0,0,1,1
1123,32,7,38,90041,1,1.0,1,0,0,0,0,1,0
1125,38,12,29,94022,4,0.2,1,0,0,0,0,0,1
1126,37,13,172,95003,2,6.5,1,0,0,0,0,0,0
1127,32,8,104,95192,2,3.7,1,0,1,0,0,0,1
1128,35,9,58,91101,1,2.5,1,0,0,0,0,1,1
1129,30,5,171,94025,2,1.9,2,0,1,0,0,0,0
1130,30,4,73,94305,3,3.3,1,0,1,0,1,1,1
1131,58,32,191,94402,1,2.9,1,0,0,0,0,0,0
1133,34,9,55,94920,3,2.3,1,0,0,1,1,1,1
1134,31,4,28,94126,1,2.0,2,0,0,0,0,0,0
1139,30,6,83,93101,4,3.4,1,0,0,1,0,1,0
1141,32,6,13,94611,4,0.3,1,0,0,0,0,1,1
1143,44,20,75,91335,4,1.9,1,0,0,0,0,0,0
1147,31,7,71,90034,1,0.1,1,78,0,1,0,0,0
1148,37,13,111,91367,1,0.8,2,0,0,0,0,0,0
1149,41,15,108,90034,1,5.2,1,0,0,0,0,0,0
1150,56,32,158,91763,1,7.4,1,0,0,0,0,0,0
1151,55,31,81,95521,3,2.67,1,0,0,0,0,1,0
1153,63,37,21,95831,2,0.4,1,0,0,0,0,1,0
1154,55,30,55,92821,4,0.9,1,215,0,0,0,1,1
1156,41,16,81,92653,2,0.4,1,0,0,0,0,0,1
1157,49,25,13,94305,4,0.2,1,87,0,0,0,0,0
1158,48,23,132,94998,1,0.6,1,157,0,0,0,0,0
1160,50,26,23,92028,4,0.2,1,0,0,0,0,0,1
1162,36,11,181,94309,3,1.4,1,0,1,0,0,0,0
1163,38,14,112,94501,2,2.2,1,394,0,0,0,0,0
1164,34,9,138,94720,2,7.8,1,227,0,0,0,1,0
1165,41,17,94,90071,3,3.8,2,327,1,1,1,1,0
1166,43,19,113,91203,1,1.7,1,0,0,0,0,0,0
1168,37,12,190,92354,2,3.0,1,475,0,0,0,1,0
1175,36,10,42,93106,4,1.2,2,0,0,0,0,1,1
1177,29,3,103,90049,4,3.4,1,0,1,0,0,1,0
1181,42,17,90,90504,1,0.1,2,0,0,0,0,0,1
1182,25,0,65,90095,4,0.2,1,0,0,1,0,0,0
1183,28,2,19,94720,4,0.4,1,0,0,0,0,1,1
1185,34,9,71,90041,4,1.3,1,0,0,0,0,1,0
1186,43,19,31,94025,3,0.5,1,0,0,0,0,0,0
1188,61,36,24,94309,1,1.5,2,87,0,1,0,0,0
1190,42,17,115,92717,2,0.4,1,0,0,0,0,1,0
1191,39,15,168,93117,2,8.0,1,152,0,1,0,0,0
1192,29,5,128,94111,1,1.5,1,0,0,0,0,1,1
1193,45,20,138,92870,1,7.0,1,0,0,0,0,0,1
1197,37,13,71,94609,2,2.7,1,94,0,0,0,1,0
1198,48,23,8,92866,1,0.4,3,0,0,0,0,0,1
1199,40,14,42,94801,2,0.7,1,101,0,0,0,1,0
1200,29,4,62,92064,2,2.5,1,184,0,0,0,1,0
1201,36,12,22,92507,4,1.0,1,91,0,1,0,1,0
1204,62,37,50,91311,3,2.4,1,0,0,0,0,1,0
1206,32,7,94,91361,2,3.1,1,0,0,0,0,1,0
1208,38,12,43,94301,4,1.2,2,0,0,0,0,0,1
1210,46,21,52,91304,3,2.7,2,228,0,0,0,0,1
1211,50,24,84,93943,4,4.9,1,0,0,0,0,1,0
1212,61,36,131,92407,1,0.9,1,0,0,0,0,1,0
1213,34,8,44,91101,4,0.2,1,0,0,0,0,0,0
1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0
1218,44,20,122,94305,1,0.3,1,0,0,0,0,1,0
1219,62,36,98,92122,2,2.8,1,0,0,0,0,0,0
1221,41,17,165,94143,2,8.0,1,0,0,0,0,1,0
1222,30,5,121,94132,2,3.3,1,0,0,0,0,0,1
1224,45,19,11,96150,1,0.2,1,91,0,0,0,0,0
1227,60,36,14,90089,2,0.3,1,109,0,0,0,1,1
1229,56,30,45,92870,1,0.2,1,98,0,0,0,0,0
1230,56,32,80,94596,3,2.67,1,0,0,0,0,1,0
1232,66,41,144,94306,1,2.5,1,0,0,1,1,1,1
1234,53,29,22,93943,2,0.4,1,0,0,0,0,1,0
1235,44,18,33,90405,3,1.5,1,0,0,0,0,1,1
1241,52,27,15,91320,4,0.8,1,101,0,0,0,0,0
1244,34,10,110,92697,1,4.0,1,0,0,0,0,1,0
1245,33,8,130,94720,3,6.3,2,99,1,0,0,0,1
1248,52,28,39,94606,2,0.8,1,0,0,0,0,1,0
1250,51,27,80,90032,1,2.6,2,0,0,0,0,1,1
1251,47,20,81,94301,1,2.67,2,0,0,0,0,1,0
1254,57,33,45,92346,4,1.5,1,204,0,0,0,1,0
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1
1264,35,5,85,92870,4,4.0,3,0,0,0,0,1,0
1265,58,33,138,94546,2,3.9,1,0,0,0,0,1,0
1268,50,23,23,94720,2,1.0,2,0,0,1,0,0,0
1269,34,9,62,92677,3,2.3,1,0,0,0,0,0,0
1272,28,4,94,92115,3,0.8,1,236,0,0,0,1,0
1275,62,37,61,93117,4,1.7,1,0,0,0,0,0,0
1276,27,2,92,95616,2,3.1,1,178,0,0,0,1,0
1278,45,20,194,92110,2,8.8,1,428,0,0,0,0,0
1279,36,10,74,94305,1,2.5,1,0,0,0,0,0,1
1282,39,15,52,92093,3,2.33,1,0,0,0,0,1,0
1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0
1285,65,40,128,90740,1,2.5,1,162,0,0,0,1,0
1289,63,38,129,91326,1,0.9,1,366,0,0,0,1,0
1290,46,21,82,94523,4,0.4,1,0,0,0,0,0,0
1292,58,34,44,94111,4,2.2,1,0,0,1,0,0,0
1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1
1295,34,10,71,95003,1,0.1,1,257,0,0,0,1,1
1297,30,6,80,92399,3,1.5,1,219,0,0,0,1,0
1298,61,35,90,95814,4,1.9,2,0,0,0,0,1,0
1302,41,17,153,92121,1,1.7,1,337,0,0,0,0,1
1305,51,26,145,90025,1,8.1,1,397,0,0,0,0,1
1308,26,2,195,94546,1,6.33,1,0,0,0,0,1,1
1313,46,21,42,92691,1,2.4,1,0,0,0,0,1,1
1319,52,26,178,94234,1,1.0,1,0,0,0,0,0,0
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1
1322,27,3,123,95138,1,5.4,1,0,0,0,0,0,0
1325,52,28,15,95064,1,0.2,1,0,0,0,0,1,0
1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0
1329,60,36,145,95616,4,6.9,1,380,1,0,0,0,1
1331,34,9,64,92346,2,0.1,1,224,0,0,0,1,1
1332,31,7,84,92692,1,0.1,1,0,0,0,0,1,0
1335,47,22,35,94304,2,1.3,1,0,0,0,0,1,0
1336,50,24,180,94539,1,1.7,1,0,0,0,0,1,1
1337,36,12,42,93555,1,1.33,1,0,0,0,0,1,0
1340,52,25,180,94545,2,9.0,2,297,1,0,0,1,0
1341,35,11,82,94131,4,3.4,1,0,0,0,0,0,0
1342,42,16,55,91355,2,0.7,1,149,0,0,0,0,0
1343,36,12,79,90041,2,2.2,1,0,0,0,0,1,0
1345,49,25,93,93117,1,2.7,1,0,0,1,0,1,0
1347,44,20,50,95670,3,2.33,1,200,0,0,0,0,0
1348,60,34,85,91367,2,2.0,1,0,0,0,0,1,0
1353,51,27,20,90401,4,0.5,2,0,0,0,0,1,0
1355,35,10,179,91942,1,8.6,1,357,0,0,0,0,0
1356,61,37,48,91910,1,0.8,1,158,0,0,0,1,0
1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0
1358,55,29,53,95134,1,1.4,1,0,0,0,0,0,0
1360,64,40,171,90034,2,2.1,1,433,0,0,0,0,0
1361,54,28,85,92028,4,4.9,1,0,0,0,0,1,0
1363,31,5,85,92130,3,1.6,1,157,0,0,0,1,1
1364,32,8,79,92115,1,0.1,1,0,0,0,0,0,0
1365,44,19,69,92129,4,0.4,1,0,0,0,0,0,0
1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0
1372,58,32,65,95621,3,2.5,1,222,0,0,0,1,0
1373,39,13,139,95616,3,3.4,1,483,1,0,0,1,0
1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0
1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0
1381,60,34,105,92103,2,1.4,1,0,0,0,0,1,0
1383,34,8,82,91775,2,1.8,1,178,0,0,0,1,1
1384,65,41,105,95616,4,1.7,2,230,0,1,0,1,0
1386,57,31,82,95032,2,2.0,1,83,0,0,0,0,1
1387,27,3,72,95616,4,0.0,1,0,0,0,0,1,0
1388,35,10,38,95762,4,1.7,1,0,0,0,0,1,1
1389,52,28,25,90212,4,1.0,1,0,0,0,0,0,0
1392,44,18,84,91330,3,1.1,1,0,0,0,0,0,0
1393,47,23,33,90095,1,1.0,1,0,0,0,0,1,1
1399,42,18,141,93407,1,3.5,1,0,0,0,0,0,0
1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0
1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0
1404,32,6,51,93109,4,0.2,1,154,0,1,0,0,1
1410,41,17,63,90745,2,3.2,1,0,0,0,0,0,0
1411,60,35,44,92126,4,2.1,1,0,0,0,0,0,0
1413,59,33,100,95064,2,2.0,1,127,0,0,0,0,0
1414,48,24,12,90058,3,0.4,1,0,0,0,0,0,0
1416,33,8,48,94019,1,1.0,1,212,0,0,0,1,0
1417,40,15,82,93101,2,0.4,1,0,0,0,0,0,0
1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0
1420,30,4,39,91105,1,1.5,1,0,0,0,0,0,1
1421,30,4,40,91605,1,0.3,1,0,0,0,1,1,1
1425,29,3,92,94539,2,1.3,1,287,0,0,0,1,0
1428,31,5,85,95828,2,1.3,1,119,0,0,0,1,1
1429,25,-1,21,94583,4,0.4,1,90,0,0,0,1,0
1431,32,7,52,92660,2,0.1,1,0,0,0,0,1,0
1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0
1433,26,2,195,90245,1,6.33,1,0,0,0,0,0,0
1435,65,41,55,93106,2,1.1,1,0,0,0,0,0,0
1436,43,17,55,90266,1,0.2,1,0,0,0,0,1,0
1437,46,21,80,95054,4,0.4,1,0,0,0,0,1,1
1438,28,3,123,92007,1,0.8,1,146,0,0,0,0,0
1439,63,37,90,94105,4,1.9,2,106,0,1,0,1,0
1443,39,13,71,95822,3,0.1,1,162,0,1,0,1,0
1444,36,12,25,95051,4,1.0,1,0,0,0,0,1,0
1446,47,21,141,90095,1,2.4,1,0,0,0,0,0,0
1448,52,28,145,94131,2,6.8,1,0,0,0,0,1,0
1450,63,37,109,90740,1,2.0,1,0,0,0,0,1,0
1451,59,34,80,90086,3,0.5,1,0,0,0,0,1,1
1453,54,28,52,94102,4,2.5,1,0,0,0,0,1,0
1454,29,5,85,90232,3,2.5,1,0,0,0,0,1,1
1455,51,25,148,90024,1,1.0,1,0,0,0,0,0,0
1456,63,39,160,91330,2,2.1,1,0,0,0,0,0,1
1457,36,11,39,90095,4,1.7,1,0,0,0,0,1,0
1462,54,28,48,93022,1,0.2,1,0,0,0,0,1,0
1464,35,10,94,91343,1,0.0,1,174,0,0,0,1,0
1465,28,4,120,92333,2,0.6,1,0,0,0,0,1,0
1467,33,9,145,94303,2,4.33,1,277,0,0,0,0,1
1472,52,26,180,94305,1,1.0,1,0,0,0,0,1,1
1479,65,39,160,94803,4,3.8,1,237,1,0,0,1,0
1482,35,9,179,91125,2,0.0,1,76,0,1,0,1,0
1483,60,35,8,94143,1,0.1,1,0,0,0,0,1,0
1484,58,32,63,92717,1,1.6,1,0,0,1,0,1,0
1488,28,4,159,93907,1,1.5,1,0,0,0,0,1,1
1489,38,12,39,95825,2,0.3,1,174,0,0,0,1,0
1492,38,12,38,94553,2,0.3,1,0,0,0,0,1,1
1493,33,8,133,90024,1,0.0,1,0,0,0,0,1,0
1494,58,34,84,91380,2,2.8,1,0,0,0,0,1,1
1499,49,23,125,94022,1,7.3,1,0,0,0,0,0,0
1501,54,28,74,95014,2,1.1,1,0,0,0,0,1,0
1503,65,39,113,90036,1,2.0,1,0,0,0,0,1,1
1507,52,27,25,95138,2,0.0,1,0,0,0,0,1,1
1513,53,28,44,91604,3,1.7,1,0,0,0,0,0,0
1514,45,21,183,95211,2,1.4,1,354,0,0,0,0,0
1515,44,20,175,96150,2,1.4,1,0,0,0,0,1,1
1518,52,26,45,92697,4,1.8,1,0,0,0,0,1,0
1521,54,30,120,95039,1,7.4,1,119,0,0,0,1,1
1522,33,8,175,92354,2,6.7,1,102,0,0,0,1,0
1526,43,18,58,95747,1,2.4,1,0,0,0,0,0,0
1529,34,9,134,94550,1,4.6,1,164,0,1,0,1,0
1531,47,21,20,94066,1,0.2,1,0,0,0,0,1,1
1533,45,20,55,94588,1,0.3,1,0,0,0,0,1,1
1534,62,37,155,93943,1,1.3,1,0,0,0,0,0,0
1535,59,34,30,92084,1,1.3,1,0,0,0,0,1,1
1536,61,37,39,92096,4,0.4,1,0,0,0,0,1,1
1538,58,34,41,94608,4,1.3,1,0,0,0,0,1,0
1541,34,8,11,91320,4,0.3,1,0,0,1,1,1,1
1542,61,35,154,92704,2,6.9,1,0,0,0,0,0,0
1545,39,15,24,92123,1,1.0,1,116,0,0,0,1,1
1546,55,29,131,92675,2,2.7,1,0,0,1,0,0,0
1547,33,9,105,95136,1,4.0,1,0,0,0,0,1,0
1549,57,32,21,92037,4,0.9,2,113,0,1,0,0,0
1550,57,31,45,94305,3,1.4,1,198,0,0,0,1,0
1551,40,14,39,93117,1,2.0,1,0,0,0,0,1,0
1552,50,25,192,94115,2,2.8,1,238,0,0,0,0,1
1553,29,5,195,94301,1,4.3,1,0,0,0,0,0,0
1554,46,22,83,95616,3,0.7,1,0,0,0,0,0,0
1558,51,25,41,94939,4,1.8,1,0,0,0,0,0,0
1559,35,10,72,91320,3,2.3,1,285,0,0,0,0,0
1561,35,10,31,95605,3,1.3,1,0,0,0,0,0,0
1562,46,20,73,93106,1,1.5,2,128,0,0,0,1,0
1563,34,9,89,91763,1,0.0,1,0,0,0,0,1,0
1567,61,35,40,95064,1,0.8,2,128,0,0,0,1,0
1571,41,16,114,94705,4,3.5,1,0,1,0,0,0,1
1572,37,13,73,95758,4,2.4,1,0,0,0,0,0,0
1575,62,37,42,92106,3,1.5,1,0,0,0,0,1,0
1576,50,26,88,90037,1,2.7,1,0,0,0,0,1,0
1577,43,18,98,92131,2,0.4,1,0,0,0,0,1,0
1578,34,8,65,92093,1,3.0,1,227,1,0,0,1,0
1580,29,5,122,94305,4,3.0,1,0,1,0,0,0,1
1582,53,29,24,94105,2,0.2,1,0,0,0,0,0,1
1583,43,19,170,92037,4,4.25,1,318,1,0,1,1,1
1586,57,31,131,90502,2,2.7,1,0,0,0,0,0,0
1588,52,28,21,94035,2,0.4,1,0,0,1,0,1,0
1591,49,23,58,95819,4,2.6,1,188,0,0,0,0,0
1592,39,13,72,95817,2,2.8,1,0,0,0,0,1,0
1595,37,12,93,90025,1,2.8,1,0,0,1,0,1,0
1599,40,15,85,94550,2,0.4,1,0,0,1,0,0,0
1600,50,24,124,93305,1,4.9,1,266,0,0,0,1,0
1601,60,36,129,92028,2,6.0,1,0,0,0,0,1,0
1602,31,7,180,93407,1,4.3,1,0,0,0,0,0,0
1606,54,28,83,93555,3,0.8,1,0,0,0,0,1,0
1607,35,10,33,90266,4,1.7,1,87,0,0,0,1,0
1609,36,10,35,94608,2,0.3,1,98,0,0,0,1,0
1613,41,17,33,94550,1,0.7,1,104,0,0,0,0,0
1618,61,36,44,91302,4,2.1,1,0,0,0,0,0,0
1619,29,3,29,94720,3,1.0,1,0,0,0,0,1,1
1622,31,6,53,92093,4,2.2,1,114,0,0,0,1,0
1624,63,38,153,90045,1,1.3,1,455,0,0,0,0,0
1627,31,6,180,93108,2,6.7,1,0,0,0,0,0,0
1629,42,18,90,95064,4,0.8,1,245,0,1,0,0,0
1636,49,24,70,91330,1,2.9,1,0,0,0,0,0,0
1639,32,7,125,95133,1,0.0,1,0,0,0,0,1,1
1641,36,10,55,90009,1,2.0,1,95,0,0,0,1,0
1643,27,3,84,95814,3,1.5,1,0,0,0,0,1,1
1645,59,35,33,91355,4,0.4,1,131,0,0,0,0,1
1647,52,26,93,91745,1,2.4,1,0,0,0,0,1,0
1655,60,34,102,94305,2,2.0,1,0,0,0,0,1,1
1656,35,11,53,91355,3,2.8,1,0,0,0,0,0,0
1657,40,15,175,92646,2,3.3,1,0,0,0,0,1,0
1658,31,5,28,94538,3,1.0,1,0,0,0,0,1,0
1659,50,25,14,92037,4,0.8,1,0,0,0,0,1,0
1661,37,11,34,95747,3,0.9,1,0,0,0,0,1,0
1665,61,35,63,91605,1,1.6,1,0,0,0,0,1,0
1668,44,20,22,90024,1,1.0,1,91,0,0,0,0,0
1670,43,18,21,95037,2,1.4,2,0,0,0,0,1,1
1673,48,23,173,94546,3,0.2,1,0,1,0,1,1,1
1674,29,5,81,94115,2,2.5,1,0,0,0,0,0,1
1676,60,35,119,90266,2,3.9,1,0,0,1,0,1,0
1679,56,30,73,94035,2,1.1,1,0,0,0,0,0,0
1680,57,31,114,94590,4,5.2,1,0,1,1,1,1,0
1682,32,8,141,90005,2,4.33,1,0,0,0,0,0,0
1683,51,26,14,92182,2,0.0,1,103,0,0,0,1,0
1685,60,34,83,94028,2,2.0,1,249,0,0,0,0,0
1686,40,16,89,90011,4,0.8,1,155,0,0,0,1,0
1687,62,38,39,96003,4,2.2,1,0,0,1,0,1,0
1689,60,34,108,92152,2,2.0,1,359,0,0,0,1,0
1690,59,34,21,92028,3,1.3,2,0,0,0,0,1,1
1691,26,1,102,95521,1,1.9,1,0,0,0,0,0,0
1693,58,32,32,93014,3,1.4,1,0,0,0,0,1,0
1694,57,31,43,95616,1,0.2,1,0,0,0,0,0,0
1695,48,23,35,94025,4,0.4,2,118,0,0,0,0,0
1696,30,6,184,91911,1,6.0,1,0,0,0,0,1,0
1697,45,21,140,91024,2,7.6,1,132,0,0,0,0,0
1698,64,38,32,90065,3,0.7,2,0,0,0,0,1,1
1699,44,20,149,92121,1,1.7,1,0,0,0,0,1,0
1701,43,16,71,90089,3,2.33,2,0,0,0,0,0,0
1703,56,30,122,93555,2,0.5,1,0,0,0,0,0,1
1705,46,22,198,95521,2,6.67,1,0,0,0,0,0,1
1710,58,34,88,93555,2,1.6,1,0,0,0,0,1,1
1712,27,3,201,95819,1,6.33,1,158,0,0,0,1,0
1714,44,20,15,90405,1,1.0,1,0,0,0,0,1,0
1715,51,27,155,94720,2,0.4,1,107,0,0,0,0,1
1717,32,8,200,91330,2,6.5,1,565,0,0,0,1,0
1720,36,12,188,91304,2,6.5,1,0,0,0,0,1,1
1721,52,28,8,95060,1,0.3,1,0,0,0,0,1,0
1723,26,2,72,92647,4,2.6,1,0,0,1,1,1,0
1726,57,32,19,95348,1,1.3,1,0,0,0,0,1,0
1732,43,19,125,92122,3,2.4,1,0,1,0,0,1,0
1734,40,16,125,95125,2,2.2,1,0,0,0,0,1,0
1737,57,31,131,95133,2,2.7,1,394,0,0,0,0,1
1740,33,7,83,95211,1,2.5,1,0,0,1,1,1,1
1741,45,20,59,95008,1,2.4,1,0,0,1,1,1,0
1742,45,21,121,94066,1,4.7,1,0,0,0,0,0,0
1744,50,24,32,94701,4,1.8,1,109,0,0,0,1,0
1745,28,3,29,91105,4,0.8,1,135,0,0,0,1,0
1752,55,31,25,94720,2,0.2,1,0,0,0,0,0,0
1754,53,29,25,92008,2,0.4,1,0,0,0,0,1,0
1755,50,24,80,95616,4,4.9,1,0,0,0,0,1,0
1758,33,9,60,90630,1,1.2,1,0,0,0,0,1,1
1759,40,14,54,96003,2,0.7,1,0,0,0,0,0,0
1760,31,6,44,94720,4,0.8,1,0,0,0,0,0,0
1764,48,24,134,94105,1,5.0,1,0,0,0,0,0,1
1766,26,0,149,95051,2,7.2,1,154,0,0,0,0,0
1769,43,18,128,92093,4,5.3,1,84,1,0,0,0,0
1770,60,36,62,94061,4,2.2,1,0,0,0,0,0,0
1771,62,37,9,91320,1,0.1,1,94,0,0,0,0,0
1774,31,5,28,92037,4,0.8,1,0,0,0,0,0,0
1780,34,9,68,94720,1,2.8,1,0,0,0,0,1,0
1781,49,24,82,95051,1,2.9,1,267,0,0,0,1,0
1783,37,11,60,95825,2,2.8,1,181,0,0,0,0,1
1784,53,27,192,94720,1,1.7,1,601,0,0,0,1,0
1785,54,29,119,91355,3,2.0,1,0,1,1,1,0,0
1786,29,3,190,94080,2,4.5,1,0,0,0,0,1,0
1788,32,6,44,94608,4,0.2,1,0,0,1,1,1,1
1790,44,20,171,91330,4,0.7,1,567,1,0,1,1,1
1792,48,22,139,94309,1,0.0,1,0,0,0,1,1,1
1793,46,20,118,93009,1,5.7,1,0,0,0,1,1,1
1796,49,24,70,90024,1,2.9,1,0,0,0,0,0,1
1798,35,10,143,91365,1,8.6,1,0,0,0,0,1,1
1799,44,20,185,94086,3,2.7,1,0,1,0,0,1,0
1801,57,33,45,94080,3,1.5,1,181,0,1,1,1,1
1803,29,3,121,92806,2,1.3,1,0,0,0,0,0,0
1804,58,32,59,94542,1,1.6,1,0,0,0,0,1,0
1805,40,16,64,92661,4,2.67,1,0,0,1,0,1,0
1806,51,26,15,92373,2,0.0,1,114,0,0,0,1,0
1807,61,36,10,90740,1,0.1,1,0,0,0,0,0,0
1809,55,31,50,93010,4,1.5,1,0,0,0,0,1,0
1811,60,34,35,90025,1,0.2,1,0,0,0,0,1,0
1813,43,19,128,95054,1,4.7,1,0,0,0,0,1,0
1816,65,39,18,94923,2,0.4,1,0,0,1,1,1,1
1820,60,34,59,94110,1,1.6,1,231,0,0,0,1,0
1821,47,22,25,90404,1,0.1,1,148,0,0,0,1,0
1822,32,7,54,96008,4,1.3,1,0,0,1,0,1,0
1824,33,8,125,91320,1,0.0,1,0,0,0,0,1,1
1827,59,33,35,91105,1,0.2,1,171,0,0,0,0,0
1828,56,30,113,92704,2,2.7,1,352,0,0,0,0,1
1831,38,13,119,94571,2,7.8,1,221,0,0,0,0,0
1836,47,23,171,94546,2,1.4,1,284,0,0,0,1,1
1838,43,18,103,90089,3,1.0,1,180,0,0,0,1,1
1839,31,7,99,94720,1,4.0,1,0,0,0,0,1,0
1844,30,6,154,90230,1,6.0,1,0,0,0,0,0,0
1849,35,10,30,95032,3,1.3,1,0,0,1,1,1,1
1851,36,10,20,90033,4,0.3,1,97,0,0,0,1,0
1854,51,25,60,90401,4,2.6,1,97,0,0,0,1,0
1859,35,11,65,90747,3,2.8,1,240,0,0,0,1,0
1860,67,41,20,91741,2,0.4,1,80,0,0,0,0,0
1861,30,6,179,91103,3,4.9,1,142,1,0,0,1,0
1862,62,38,161,90274,1,2.9,1,0,0,1,1,1,1
1865,61,36,61,92103,2,2.8,1,0,0,0,0,0,0
1868,65,39,21,94553,2,0.4,1,0,0,0,0,0,0
1869,25,1,118,92833,1,5.4,1,0,0,0,0,1,1
1873,43,17,98,94402,3,1.1,1,0,0,0,0,0,0
1874,28,4,69,94538,3,0.7,2,80,0,0,0,1,0
1876,27,3,112,90066,3,2.5,1,389,0,1,0,1,0
1877,62,38,123,90210,1,2.9,1,0,0,0,0,0,0
1879,56,30,59,95833,3,0.8,1,159,0,1,0,1,0
1883,56,32,125,91330,3,0.6,1,342,1,0,1,1,1
1884,56,30,185,91711,1,2.9,1,0,0,0,0,0,0
1885,57,33,163,94132,1,7.4,1,0,0,0,0,1,0
1887,65,41,115,94105,4,1.7,2,0,0,0,0,0,0
1890,56,30,111,93106,4,0.3,1,372,1,1,1,1,0
1891,52,27,184,90630,1,8.1,1,0,0,0,0,0,0
1893,55,30,55,94110,3,1.7,1,0,0,0,0,0,1
